# n_values  n_qbit_values  d2Ndt2_values_1  std_d2Ndt2_values_1  relE_values_1  std_relE_values_1  amp_values_1  std_amp_values_1  d2Ndt2_values_2  std_d2Ndt2_values_2  relE_values_2  std_relE_values_2  amp_values_2  std_amp_values_2  Emin_values  std_Emin_values
12 12 -0.06798531518386723 0.0026479956573432785 2.0709540634698462 0.009192291970888465 0.7996810981116056 0.0023488730318699702 -0.6571414074761366 0.009373491056225432 1.2574573255986574 0.006342185617939788 0.9664242740668467 0.0005549957187780588 -4.5420715303984345 0.005738525991897336
12 16 -0.08793843720850139 0.003592754700247196 2.206768968026672 0.010110641298341256 0.8375397750437161 0.001646692556451639 -0.818977642530038 0.01150768238604936 1.3794913266401148 0.008078363750589328 0.9711983612138543 0.0004461741744587867 -5.425361777240261 0.00785962698659112
12 21 -0.09793823692791864 0.004018968867337357 2.3568087251435954 0.012700102890826891 0.8570033015837786 0.0015450636873457 -0.9677478148603204 0.013193209719860812 1.4835631300189442 0.00932161487224363 0.9748726464271145 0.00037850707278638015 -6.302391004121819 0.009521977933257802
12 29 -0.13760771509289085 0.00529879456617641 2.6208387607726906 0.013523238492222046 0.8731499249817484 0.001236936726660535 -1.263453426183108 0.017512332101078082 1.6936931304826688 0.010731092211057532 0.9768348644699354 0.0003445684028909062 -7.5455952015483705 0.012772590046746801
12 39 -0.17583307153876118 0.006949806297366045 2.8800980039219803 0.015458964824254653 0.8847621317143259 0.0010157583637687608 -1.5385822360993335 0.020876264421702158 1.8594033238505987 0.012131273802448128 0.9791958930138208 0.0002936222872267755 -8.842364389093893 0.015018444666583496
12 53 -0.2169067410040059 0.008796780800993057 3.220096202074826 0.01806323451227267 0.891617076890931 0.0009542978161193599 -1.9637958853929307 0.027385455725081664 2.124321418699163 0.014159985508398377 0.9803942855448389 0.0002688319202918383 -10.403049255736782 0.01735925510813878
12 72 -0.32676711348257836 0.013909802793618314 3.6170110615331326 0.01993598720267567 0.8970842883792953 0.0009055819680680562 -2.521940266325302 0.03455978590420085 2.3897633120140016 0.01603139493649981 0.9814361815694483 0.0002533760018893214 -12.191431285308845 0.019802925582622845
12 98 -0.3672038314315698 0.013592895964317864 4.090411624071362 0.022771849151847618 0.8998239434384581 0.0008783681272289667 -3.189450429508646 0.04336380220218279 2.7588217163586397 0.018112622191005907 0.9821452483523871 0.00022991501394550414 -14.233569963856244 0.023679272695581198
12 132 -0.5018781529351342 0.01907931543796828 4.687150272223574 0.026633398124271238 0.9020277554940128 0.000841288396503447 -4.116218725785191 0.05528566255108142 3.143569474761968 0.02243292111028925 0.9828992536636693 0.0002257456989579746 -16.608820825623013 0.028894342007352403
12 178 -0.7260076456491606 0.025691672442703522 5.270320216008684 0.028982918525545104 0.9049595792979535 0.0007811013866823413 -5.493742548560911 0.07194920222306093 3.493872710258563 0.023535335035227617 0.9830013075646626 0.00020932831306060107 -19.240499740066774 0.033990113455217
12 241 -0.8855709776440599 0.0335540893036482 6.111816531703212 0.034043131027318374 0.9052839505550647 0.0007846492737358052 -7.162331373987271 0.09652013602088903 4.024710460296272 0.029591437921370947 0.983527351674301 0.00020998753453163108 -22.41350402146328 0.04096748381065157
12 326 -1.1444549834430886 0.04655782199623481 6.974638917548645 0.03975930458146517 0.9077000325356561 0.0007590490415008196 -9.266297573291366 0.1235224831042382 4.658735289470262 0.0332641740451626 0.9839503906076946 0.00020066962584256917 -26.225067107122598 0.04404695557797946
12 440 -1.6070692431994749 0.06758706953662214 8.016576050347032 0.04504070046344569 0.9077408664175718 0.0007484577644995292 -12.150581508321135 0.1732519882273058 5.379456115332708 0.0384374237684479 0.9841110259315908 0.00020715101442826296 -30.40472287637407 0.054934809094048444
12 594 -2.150229184126741 0.08444575201844852 9.253301717267933 0.052728532183979826 0.9090186877617303 0.0007341673522087172 -16.503083705508242 0.2087910515507259 6.183407803631711 0.0436228053871944 0.9840139210701602 0.00018904262833732393 -35.37689427292391 0.06317679467551289
12 802 -3.1298478046134828 0.12573487196239921 10.650690578105511 0.06166812750860319 0.9097727990678742 0.000735773843909154 -21.8180467740988 0.29432724055295645 7.09484126907327 0.05108598432766847 0.984317226905409 0.00019623835639942874 -41.042490286573305 0.07441847735671014
12 1083 -3.870378476220873 0.1648594340859074 12.238353842785171 0.07237529300961619 0.9105782532650221 0.0007380046403842984 -29.295699059571866 0.4241655250998509 8.155235457029674 0.061256970062122405 0.9842505763262752 0.00020046061270987452 -47.8595801357703 0.08496952045571679
12 1462 -5.296022544090945 0.2195238560954165 14.126801828678664 0.08267661318903739 0.9112341129004184 0.0007091129849111046 -37.749879572191816 0.5140589120802722 9.534167146652562 0.06370289256705954 0.984848723701994 0.00018218954870148692 -55.63278552822809 0.09748854071357144
12 1974 -7.235752385753864 0.2833253017764328 16.24075394145404 0.09357355258164943 0.9120984884824455 0.0006992128977089636 -50.74597025640684 0.6959096583273997 10.97044343796695 0.07678613958238481 0.9847793968249352 0.00018516633216020744 -64.55682895008636 0.11218405556591104
12 2666 -9.455675906514202 0.3723043987155916 18.924362441464705 0.10423876570421432 0.9109005733245594 0.0006915731821602327 -69.84509664756835 0.9489770248752647 12.883593133120733 0.09305068635195529 0.9843236579913228 0.00018840797433849284 -75.00658848952241 0.12897220568424178
12 3599 -13.339412818335143 0.5615295752878474 21.97444492985275 0.129155570878292 0.9112747151900202 0.0007274748872078145 -95.10520228536892 1.3217324474067507 14.921007508053401 0.10639683975421821 0.9842301611203408 0.00019700733606334023 -87.17149771104548 0.1533811466030656
